pokemon_id,pokemon_name,base_attack,base_defense,base_stamina,tipo,subtipo,imagen
433,Chingling,114,94,128,Psychic,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d8/latest/20230319124232/Chingling_icono_HOME.png/48px-Chingling_icono_HOME.png
434,Stunky,121,90,160,Poison,Dark,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/ab/latest/20230319132545/Stunky_icono_HOME.png/48px-Stunky_icono_HOME.png
435,Skuntank,184,132,230,Poison,Dark,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/73/latest/20230319130253/Skuntank_icono_HOME.png/48px-Skuntank_icono_HOME.png
436,Bronzor,43,154,149,Steel,Psychic,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f0/latest/20230319125233/Bronzor_icono_HOME.png/48px-Bronzor_icono_HOME.png
437,Bronzong,161,213,167,Steel,Psychic,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/ea/latest/20230319125522/Bronzong_icono_HOME.png/48px-Bronzong_icono_HOME.png
438,Bonsly,124,133,137,Rock,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/7b/latest/20230319130130/Bonsly_icono_HOME.png/48px-Bonsly_icono_HOME.png
439,Mime Jr.,125,142,85,Psychic,Fairy,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/df/latest/20230319132654/Mime_Jr._icono_HOME.png/48px-Mime_Jr._icono_HOME.png
440,Happiny,25,77,225,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/2c/latest/20230319132502/Happiny_icono_HOME.png/48px-Happiny_icono_HOME.png
441,Chatot,183,91,183,Normal,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/95/latest/20230319125305/Chatot_icono_HOME.png/48px-Chatot_icono_HOME.png
442,Spiritomb,169,199,137,Ghost,Dark,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/98/latest/20230319124201/Spiritomb_icono_HOME.png/48px-Spiritomb_icono_HOME.png
443,Gible,124,84,151,Dragon,Ground,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/ae/latest/20230319124630/Gible_icono_HOME.png/48px-Gible_icono_HOME.png
444,Gabite,172,125,169,Dragon,Ground,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/83/latest/20230319125951/Gabite_icono_HOME.png/48px-Gabite_icono_HOME.png
445,Garchomp,261,193,239,Dragon,Ground,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b4/latest/20230319132705/Garchomp_icono_HOME.png/48px-Garchomp_icono_HOME.png
446,Munchlax,137,117,286,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9e/latest/20230917181232/Munchlax_icono_HOME.png/48px-Munchlax_icono_HOME.png
447,Riolu,127,78,120,Fighting,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/72/latest/20230319125510/Riolu_icono_HOME.png/48px-Riolu_icono_HOME.png
448,Lucario,236,144,172,Fighting,Steel,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/32/latest/20230319125141/Lucario_icono_HOME.png/48px-Lucario_icono_HOME.png
449,Hippopotas,124,118,169,Ground,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/70/latest/20230319125330/Hippopotas_icono_HOME.png/48px-Hippopotas_icono_HOME.png
450,Hippowdon,201,191,239,Ground,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a6/latest/20230319131617/Hippowdon_icono_HOME.png/48px-Hippowdon_icono_HOME.png
451,Skorupi,93,151,120,Poison,Bug,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/79/latest/20230319132243/Skorupi_icono_HOME.png/48px-Skorupi_icono_HOME.png
452,Drapion,180,202,172,Poison,Dark,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/cc/latest/20230319125747/Drapion_icono_HOME.png/48px-Drapion_icono_HOME.png
453,Croagunk,116,76,134,Poison,Fighting,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/6c/latest/20230319130120/Croagunk_icono_HOME.png/48px-Croagunk_icono_HOME.png
454,Toxicroak,211,133,195,Poison,Fighting,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/2d/latest/20230319125105/Toxicroak_icono_HOME.png/48px-Toxicroak_icono_HOME.png
455,Carnivine,187,136,179,Grass,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1e/latest/20230319125514/Carnivine_icono_HOME.png/48px-Carnivine_icono_HOME.png
456,Finneon,96,116,135,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d9/latest/20230319130046/Finneon_icono_HOME.png/48px-Finneon_icono_HOME.png
457,Lumineon,142,170,170,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1a/latest/20230319130513/Lumineon_icono_HOME.png/48px-Lumineon_icono_HOME.png
458,Mantyke,105,179,128,Water,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/ba/latest/20230319125940/Mantyke_icono_HOME.png/48px-Mantyke_icono_HOME.png
459,Snover,115,105,155,Grass,Ice,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5f/latest/20230319131200/Snover_icono_HOME.png/48px-Snover_icono_HOME.png
460,Abomasnow,178,158,207,Grass,Ice,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/97/latest/20230319131320/Abomasnow_icono_HOME.png/48px-Abomasnow_icono_HOME.png
461,Weavile,243,171,172,Dark,Ice,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/7c/latest/20230319125046/Weavile_icono_HOME.png/48px-Weavile_icono_HOME.png
462,Magnezone,238,205,172,Electric,Steel,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/af/latest/20230319124713/Magnezone_icono_HOME.png/48px-Magnezone_icono_HOME.png
463,Lickilicky,161,181,242,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/be/latest/20230319132138/Lickilicky_icono_HOME.png/48px-Lickilicky_icono_HOME.png
464,Rhyperior,241,190,251,Ground,Rock,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/8d/latest/20230319130048/Rhyperior_icono_HOME.png/48px-Rhyperior_icono_HOME.png
465,Tangrowth,207,184,225,Grass,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/92/latest/20230319132504/Tangrowth_icono_HOME.png/48px-Tangrowth_icono_HOME.png
466,Electivire,249,163,181,Electric,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a3/latest/20230319124820/Electivire_icono_HOME.png/48px-Electivire_icono_HOME.png
467,Magmortar,247,172,181,Fire,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20230319124745/Magmortar_icono_HOME.png/48px-Magmortar_icono_HOME.png
468,Togekiss,225,217,198,Fairy,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/be/latest/20230319130234/Togekiss_icono_HOME.png/48px-Togekiss_icono_HOME.png
469,Yanmega,231,156,200,Bug,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/31/latest/20230319124206/Yanmega_icono_HOME.png/48px-Yanmega_icono_HOME.png
470,Leafeon,216,219,163,Grass,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1b/latest/20230319131312/Leafeon_icono_HOME.png/48px-Leafeon_icono_HOME.png
471,Glaceon,238,205,163,Ice,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a4/latest/20230319125216/Glaceon_icono_HOME.png/48px-Glaceon_icono_HOME.png
472,Gliscor,185,222,181,Ground,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/4b/latest/20230319131204/Gliscor_icono_HOME.png/48px-Gliscor_icono_HOME.png
473,Mamoswine,247,146,242,Ice,Ground,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/54/latest/20230319124848/Mamoswine_icono_HOME.png/48px-Mamoswine_icono_HOME.png
474,Porygon-Z,264,150,198,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/43/latest/20231230143655/Porygon-Z_icono_HOME.png/48px-Porygon-Z_icono_HOME.png
475,Gallade,237,195,169,Psychic,Fighting,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/de/latest/20230319125442/Gallade_icono_HOME.png/48px-Gallade_icono_HOME.png
476,Probopass,135,275,155,Rock,Steel,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/fc/latest/20230917181244/Probopass_icono_HOME.png/48px-Probopass_icono_HOME.png
477,Dusknoir,180,254,128,Ghost,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/24/latest/20230319125853/Dusknoir_icono_HOME.png/48px-Dusknoir_icono_HOME.png
478,Froslass,171,150,172,Ice,Ghost,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20230319131510/Froslass_icono_HOME.png/48px-Froslass_icono_HOME.png
479,Rotom,204,219,137,Electric,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/7b/latest/20230319124645/Rotom_icono_HOME.png/48px-Rotom_icono_HOME.png
480,Uxie,156,270,181,Psychic,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/37/latest/20230319125027/Uxie_icono_HOME.png/48px-Uxie_icono_HOME.png
481,Mesprit,212,212,190,Psychic,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/58/latest/20230319125921/Mesprit_icono_HOME.png/48px-Mesprit_icono_HOME.png
482,Azelf,270,151,181,Psychic,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/aa/latest/20230319124841/Azelf_icono_HOME.png/48px-Azelf_icono_HOME.png
483,Dialga,275,211,205,Steel,Dragon,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/81/latest/20230319124211/Dialga_icono_HOME.png/48px-Dialga_icono_HOME.png
484,Palkia,280,215,189,Water,Dragon,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9e/latest/20230319130344/Palkia_icono_HOME.png/48px-Palkia_icono_HOME.png
485,Heatran,251,213,209,Fire,Steel,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e4/latest/20230319132008/Heatran_icono_HOME.png/48px-Heatran_icono_HOME.png
486,Regigigas,287,210,221,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/eb/latest/20231230143606/Regigigas_icono_HOME.png/48px-Regigigas_icono_HOME.png
487,Giratina,187,225,284,Ghost,Dragon,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9e/latest/20230319125855/Giratina_modificada_icono_HOME.png/48px-Giratina_modificada_icono_HOME.png
488,Cresselia,152,258,260,Psychic,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/39/latest/20230319131253/Cresselia_icono_HOME.png/48px-Cresselia_icono_HOME.png
489,Phione,162,162,190,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a5/latest/20230319124931/Phione_icono_HOME.png/48px-Phione_icono_HOME.png
490,Manaphy,210,210,225,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5f/latest/20230319131151/Manaphy_icono_HOME.png/48px-Manaphy_icono_HOME.png
491,Darkrai,285,198,172,Dark,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/dd/latest/20230917181238/Darkrai_icono_HOME.png/48px-Darkrai_icono_HOME.png
492,Shaymin,210,210,225,Grass,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/28/latest/20230319124640/Shaymin_tierra_icono_HOME.png/48px-Shaymin_tierra_icono_HOME.png
493,Arceus,238,238,237,Bug,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/ee/latest/20230319132201/Arceus_icono_HOME.png/48px-Arceus_icono_HOME.png
494,Victini,210,210,225,Psychic,Fire,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e9/latest/20230319125910/Victini_icono_HOME.png/48px-Victini_icono_HOME.png
495,Snivy,88,107,128,Grass,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/ba/latest/20230319130808/Snivy_icono_HOME.png/48px-Snivy_icono_HOME.png
496,Servine,122,152,155,Grass,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5d/latest/20230319130001/Servine_icono_HOME.png/48px-Servine_icono_HOME.png
497,Serperior,161,204,181,Grass,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/32/latest/20230319132607/Serperior_icono_HOME.png/48px-Serperior_icono_HOME.png
498,Tepig,115,85,163,Fire,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/87/latest/20230319125919/Tepig_icono_HOME.png/48px-Tepig_icono_HOME.png
499,Pignite,173,106,207,Fire,Fighting,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/36/latest/20230319131752/Pignite_icono_HOME.png/48px-Pignite_icono_HOME.png
500,Emboar,235,127,242,Fire,Fighting,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/ad/latest/20230319130510/Emboar_icono_HOME.png/48px-Emboar_icono_HOME.png
501,Oshawott,117,85,146,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/83/latest/20230319130447/Oshawott_icono_HOME.png/48px-Oshawott_icono_HOME.png
502,Dewott,159,116,181,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b9/latest/20230319131035/Dewott_icono_HOME.png/48px-Dewott_icono_HOME.png
503,Samurott,218,152,207,Water,Dark,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/8d/latest/20230319124739/Samurott_icono_HOME.png/48px-Samurott_icono_HOME.png
504,Patrat,98,73,128,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d7/latest/20230319132455/Patrat_icono_HOME.png/48px-Patrat_icono_HOME.png
505,Watchog,165,139,155,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/88/latest/20230319132446/Watchog_icono_HOME.png/48px-Watchog_icono_HOME.png
506,Lillipup,107,86,128,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f4/latest/20230319132247/Lillipup_icono_HOME.png/48px-Lillipup_icono_HOME.png
507,Herdier,145,126,163,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5d/latest/20230319125738/Herdier_icono_HOME.png/48px-Herdier_icono_HOME.png
508,Stoutland,206,182,198,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/06/latest/20230319132637/Stoutland_icono_HOME.png/48px-Stoutland_icono_HOME.png
509,Purrloin,98,73,121,Dark,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a7/latest/20230319131905/Purrloin_icono_HOME.png/48px-Purrloin_icono_HOME.png
510,Liepard,187,106,162,Dark,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e0/latest/20230319124702/Liepard_icono_HOME.png/48px-Liepard_icono_HOME.png
511,Pansage,104,94,137,Grass,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9e/latest/20230319132052/Pansage_icono_HOME.png/48px-Pansage_icono_HOME.png
512,Simisage,206,133,181,Grass,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/6d/latest/20230319132334/Simisage_icono_HOME.png/48px-Simisage_icono_HOME.png
513,Pansear,104,94,137,Fire,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/3d/latest/20230319132641/Pansear_icono_HOME.png/48px-Pansear_icono_HOME.png
514,Simisear,206,133,181,Fire,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/90/latest/20230319132702/Simisear_icono_HOME.png/48px-Simisear_icono_HOME.png
515,Panpour,104,94,137,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b0/latest/20230319131832/Panpour_icono_HOME.png/48px-Panpour_icono_HOME.png
516,Simipour,206,133,181,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/4f/latest/20230319130414/Simipour_icono_HOME.png/48px-Simipour_icono_HOME.png
517,Munna,111,92,183,Psychic,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a7/latest/20230319125005/Munna_icono_HOME.png/48px-Munna_icono_HOME.png
518,Musharna,183,166,253,Psychic,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/15/latest/20230319125842/Musharna_icono_HOME.png/48px-Musharna_icono_HOME.png
519,Pidove,98,80,137,Normal,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/6f/latest/20230319130122/Pidove_icono_HOME.png/48px-Pidove_icono_HOME.png
520,Tranquill,144,107,158,Normal,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/db/latest/20230319125934/Tranquill_icono_HOME.png/48px-Tranquill_icono_HOME.png
521,Unfezant,226,146,190,Normal,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/73/latest/20230319132425/Unfezant_icono_HOME.png/48px-Unfezant_icono_HOME.png
522,Blitzle,118,64,128,Electric,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/58/latest/20230319131257/Blitzle_icono_HOME.png/48px-Blitzle_icono_HOME.png
523,Zebstrika,211,136,181,Electric,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/80/latest/20230319130714/Zebstrika_icono_HOME.png/48px-Zebstrika_icono_HOME.png
524,Roggenrola,121,110,146,Rock,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e9/latest/20230319131738/Roggenrola_icono_HOME.png/48px-Roggenrola_icono_HOME.png
525,Boldore,174,143,172,Rock,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/7b/latest/20230319124822/Boldore_icono_HOME.png/48px-Boldore_icono_HOME.png
526,Gigalith,226,201,198,Rock,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d5/latest/20230319130317/Gigalith_icono_HOME.png/48px-Gigalith_icono_HOME.png
527,Woobat,107,85,163,Psychic,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/6e/latest/20230319130219/Woobat_icono_HOME.png/48px-Woobat_icono_HOME.png
528,Swoobat,161,119,167,Psychic,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e9/latest/20230319130111/Swoobat_icono_HOME.png/48px-Swoobat_icono_HOME.png
529,Drilbur,154,85,155,Ground,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/0c/latest/20230319132228/Drilbur_icono_HOME.png/48px-Drilbur_icono_HOME.png
530,Excadrill,255,129,242,Ground,Steel,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/7f/latest/20230319131325/Excadrill_icono_HOME.png/48px-Excadrill_icono_HOME.png
531,Audino,114,163,230,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a9/latest/20230319132631/Audino_icono_HOME.png/48px-Audino_icono_HOME.png
532,Timburr,134,87,181,Fighting,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5a/latest/20230319130959/Timburr_icono_HOME.png/48px-Timburr_icono_HOME.png
533,Gurdurr,180,134,198,Fighting,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/25/latest/20230319131555/Gurdurr_icono_HOME.png/48px-Gurdurr_icono_HOME.png
534,Conkeldurr,243,158,233,Fighting,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c2/latest/20230319131700/Conkeldurr_icono_HOME.png/48px-Conkeldurr_icono_HOME.png
535,Tympole,98,78,137,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/ad/latest/20230319130612/Tympole_icono_HOME.png/48px-Tympole_icono_HOME.png
536,Palpitoad,128,109,181,Water,Ground,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/03/latest/20230319131057/Palpitoad_icono_HOME.png/48px-Palpitoad_icono_HOME.png
537,Seismitoad,188,150,233,Water,Ground,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b9/latest/20230319125616/Seismitoad_icono_HOME.png/48px-Seismitoad_icono_HOME.png
538,Throh,172,160,260,Fighting,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f0/latest/20230319131104/Throh_icono_HOME.png/48px-Throh_icono_HOME.png
539,Sawk,231,153,181,Fighting,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/65/latest/20230319130521/Sawk_icono_HOME.png/48px-Sawk_icono_HOME.png
540,Sewaddle,96,124,128,Bug,Grass,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/08/latest/20230319132849/Sewaddle_icono_HOME.png/48px-Sewaddle_icono_HOME.png
541,Swadloon,115,162,146,Bug,Grass,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f8/latest/20230319132728/Swadloon_icono_HOME.png/48px-Swadloon_icono_HOME.png
542,Leavanny,205,165,181,Bug,Grass,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/40/latest/20230319125912/Leavanny_icono_HOME.png/48px-Leavanny_icono_HOME.png
543,Venipede,83,99,102,Bug,Poison,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/4d/latest/20230319125949/Venipede_icono_HOME.png/48px-Venipede_icono_HOME.png
544,Whirlipede,100,173,120,Bug,Poison,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/db/latest/20230319124323/Whirlipede_icono_HOME.png/48px-Whirlipede_icono_HOME.png
545,Scolipede,203,175,155,Bug,Poison,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e4/latest/20230319132600/Scolipede_icono_HOME.png/48px-Scolipede_icono_HOME.png
546,Cottonee,71,111,120,Grass,Fairy,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/92/latest/20230319124450/Cottonee_icono_HOME.png/48px-Cottonee_icono_HOME.png
547,Whimsicott,164,176,155,Grass,Fairy,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/cf/latest/20230319125419/Whimsicott_icono_HOME.png/48px-Whimsicott_icono_HOME.png
548,Petilil,119,91,128,Grass,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a6/latest/20230319131344/Petilil_icono_HOME.png/48px-Petilil_icono_HOME.png
549,Lilligant,214,155,172,Grass,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/7f/latest/20230319131957/Lilligant_icono_HOME.png/48px-Lilligant_icono_HOME.png
550,Basculin,189,129,172,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/21/latest/20230319130813/Basculin_roja_icono_HOME.png/48px-Basculin_roja_icono_HOME.png
551,Sandile,132,69,137,Ground,Dark,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/0e/latest/20230319125239/Sandile_icono_HOME.png/48px-Sandile_icono_HOME.png
552,Krokorok,155,90,155,Ground,Dark,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a9/latest/20230319131234/Krokorok_icono_HOME.png/48px-Krokorok_icono_HOME.png
553,Krookodile,229,158,216,Ground,Dark,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/59/latest/20230319125425/Krookodile_icono_HOME.png/48px-Krookodile_icono_HOME.png
554,Darumaka,153,86,172,Ice,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/93/latest/20230319132719/Darumaka_icono_HOME.png/48px-Darumaka_icono_HOME.png
555,Darmanitan,263,114,233,Ice,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/2d/latest/20230319130139/Darmanitan_icono_HOME.png/48px-Darmanitan_icono_HOME.png
556,Maractus,201,130,181,Grass,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f8/latest/20230319130707/Maractus_icono_HOME.png/48px-Maractus_icono_HOME.png
557,Dwebble,118,128,137,Bug,Rock,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/20/latest/20230319124728/Dwebble_icono_HOME.png/48px-Dwebble_icono_HOME.png
558,Crustle,188,200,172,Bug,Rock,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/59/latest/20230319130921/Crustle_icono_HOME.png/48px-Crustle_icono_HOME.png
559,Scraggy,132,132,137,Dark,Fighting,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5a/latest/20230319125859/Scraggy_icono_HOME.png/48px-Scraggy_icono_HOME.png
560,Scrafty,163,222,163,Dark,Fighting,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/aa/latest/20230319130128/Scrafty_icono_HOME.png/48px-Scrafty_icono_HOME.png
561,Sigilyph,204,167,176,Psychic,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/55/latest/20230319131227/Sigilyph_icono_HOME.png/48px-Sigilyph_icono_HOME.png
562,Yamask,95,141,116,Ground,Ghost,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/76/latest/20230319132658/Yamask_icono_HOME.png/48px-Yamask_icono_HOME.png
563,Cofagrigus,163,237,151,Ghost,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1b/latest/20230319132808/Cofagrigus_icono_HOME.png/48px-Cofagrigus_icono_HOME.png
564,Tirtouga,134,146,144,Water,Rock,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/10/latest/20230319124926/Tirtouga_icono_HOME.png/48px-Tirtouga_icono_HOME.png
565,Carracosta,192,197,179,Water,Rock,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/49/latest/20230319124219/Carracosta_icono_HOME.png/48px-Carracosta_icono_HOME.png
566,Archen,213,89,146,Rock,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5b/latest/20230319132029/Archen_icono_HOME.png/48px-Archen_icono_HOME.png
567,Archeops,292,139,181,Rock,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/50/latest/20230319124952/Archeops_icono_HOME.png/48px-Archeops_icono_HOME.png
568,Trubbish,96,122,137,Poison,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/73/latest/20230319131029/Trubbish_icono_HOME.png/48px-Trubbish_icono_HOME.png
569,Garbodor,181,164,190,Poison,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/18/latest/20230319125706/Garbodor_icono_HOME.png/48px-Garbodor_icono_HOME.png
570,Zorua,153,78,120,Dark,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9a/latest/20230319131645/Zorua_icono_HOME.png/48px-Zorua_icono_HOME.png
571,Zoroark,250,127,155,Dark,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/fe/latest/20230319132258/Zoroark_icono_HOME.png/48px-Zoroark_icono_HOME.png
572,Minccino,98,80,146,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d4/latest/20230319132355/Minccino_icono_HOME.png/48px-Minccino_icono_HOME.png
573,Cinccino,198,130,181,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/88/latest/20231230143608/Cinccino_icono_HOME.png/48px-Cinccino_icono_HOME.png
574,Gothita,98,112,128,Psychic,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/ec/latest/20230319125639/Gothita_icono_HOME.png/48px-Gothita_icono_HOME.png
575,Gothorita,137,153,155,Psychic,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/69/latest/20230319130441/Gothorita_icono_HOME.png/48px-Gothorita_icono_HOME.png
576,Gothitelle,176,205,172,Psychic,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/39/latest/20230319125650/Gothitelle_icono_HOME.png/48px-Gothitelle_icono_HOME.png
